subscription_id,user_id,plan_name,billing_cycle,subscription_status,start_date,end_date,monthly_price,discount_pct,final_monthly_price
100052,52,Starter,Monthly,Cancelled,2024-10-07,2026-01-07,29,0,29.0
100053,53,Starter,Monthly,Active,2023-12-12,,29,0,29.0
100054,54,Starter,Monthly,Cancelled,2025-05-05,2026-01-05,29,0,29.0
100055,55,Pro,Annual,Active,2021-01-26,,79,5,75.05
100056,56,Starter,Monthly,Cancelled,2024-07-09,2026-01-09,29,10,26.1
100057,57,Pro,Annual,Active,2020-10-28,,79,0,79.0
100058,58,Pro,Annual,Active,2020-07-30,,79,5,75.05
100059,59,Enterprise,Annual,Active,2023-03-17,,199,0,199.0
100060,60,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100061,61,Starter,Monthly,Active,2022-02-20,,29,0,29.0
100062,62,Starter,Monthly,Active,2021-01-26,,29,0,29.0
100063,63,Enterprise,Annual,Active,2020-02-01,,199,10,179.1
100064,64,Pro,Annual,Active,2024-07-09,,79,0,79.0
100065,65,Starter,Monthly,Cancelled,2025-04-05,2026-01-05,29,0,29.0
100066,66,Starter,Monthly,Active,2025-10-02,,29,5,27.55
100067,67,Pro,Annual,Active,2022-02-20,,79,5,75.05
100068,68,Enterprise,Annual,Active,2023-06-15,,199,0,199.0
100069,69,Enterprise,Annual,Active,2021-11-22,,199,0,199.0
100070,70,Starter,Monthly,Active,2025-03-06,,29,0,29.0
100071,71,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100072,72,Pro,Annual,Active,2021-09-23,,79,5,75.05
100073,73,Enterprise,Annual,Active,2020-09-28,,199,0,199.0
100074,74,Enterprise,Annual,Active,2020-11-27,,199,5,189.05
100075,75,Starter,Monthly,Active,2025-10-02,,29,0,29.0
100076,76,Pro,Annual,Active,2021-05-26,,79,0,79.0
100077,77,Pro,Annual,Active,2022-03-22,,79,5,75.05
100078,78,Starter,Monthly,Active,2025-05-05,,29,0,29.0
100079,79,Starter,Monthly,Active,2023-07-15,,29,0,29.0
100080,80,Pro,Annual,Active,2022-04-21,,79,10,71.1
100081,81,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100082,82,Starter,Monthly,Active,2025-02-04,,29,0,29.0
100083,83,Starter,Monthly,Cancelled,2025-06-04,2026-01-04,29,0,29.0
100084,84,Starter,Monthly,Active,2022-07-20,,29,0,29.0
100085,85,Enterprise,Annual,Active,2021-12-22,,199,15,169.15
100086,86,Starter,Monthly,Active,2025-04-05,,29,10,26.1
100087,87,Pro,Annual,Active,2023-02-15,,79,0,79.0
100088,88,Enterprise,Annual,Active,2022-01-21,,199,10,179.1
100089,89,Enterprise,Annual,Active,2022-03-22,,199,0,199.0
100090,90,Starter,Monthly,Active,2023-08-14,,29,10,26.1
100091,91,Starter,Monthly,Active,2023-07-15,,29,5,27.55
100092,92,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100093,93,Enterprise,Annual,Active,2020-07-30,,199,10,179.1
100094,94,Starter,Monthly,Active,2020-08-29,,29,0,29.0
100095,95,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100096,96,Starter,Monthly,Cancelled,2025-01-05,2026-01-05,29,0,29.0
100097,97,Pro,Annual,Active,2020-03-02,,79,10,71.1
100098,98,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,5,27.55
100099,99,Enterprise,Annual,Active,2021-09-23,,199,0,199.0
100100,100,Starter,Monthly,Cancelled,2023-12-12,2026-01-12,29,0,29.0
100101,101,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100102,102,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100103,103,Pro,Annual,Active,2022-11-17,,79,0,79.0
100104,104,Pro,Annual,Active,2020-07-30,,79,0,79.0
100105,105,Enterprise,Annual,Cancelled,2020-05-31,2026-01-31,199,0,199.0
100106,106,Starter,Monthly,Active,2025-08-03,,29,0,29.0
100107,107,Pro,Annual,Active,2020-02-01,,79,0,79.0
100108,108,Pro,Annual,Active,2023-05-16,,79,0,79.0
100109,109,Pro,Annual,Active,2022-06-20,,79,5,75.05
100110,110,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100111,111,Starter,Monthly,Cancelled,2021-06-25,2026-01-25,29,0,29.0
100112,112,Pro,Annual,Active,2021-09-23,,79,0,79.0
100113,113,Starter,Monthly,Active,2022-06-20,,29,0,29.0
100114,114,Starter,Monthly,Cancelled,2022-12-17,2026-01-17,29,10,26.1
100115,115,Enterprise,Annual,Active,2020-09-28,,199,0,199.0
100116,116,Starter,Monthly,Active,2025-10-02,,29,0,29.0
100117,117,Enterprise,Annual,Active,2023-01-16,,199,10,179.1
100118,118,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,10,26.1
100119,119,Enterprise,Annual,Active,2022-08-19,,199,5,189.05
100120,120,Starter,Monthly,Active,2023-10-13,,29,0,29.0
100121,121,Pro,Annual,Active,2021-05-26,,79,0,79.0
100122,122,Starter,Monthly,Active,2025-07-04,,29,0,29.0
100123,123,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
100124,124,Starter,Monthly,Active,2025-06-04,,29,0,29.0
100125,125,Starter,Monthly,Active,2025-09-02,,29,5,27.55
100126,126,Enterprise,Annual,Active,2023-04-16,,199,0,199.0
100127,127,Starter,Monthly,Cancelled,2023-10-13,2026-01-13,29,5,27.55
100128,128,Enterprise,Annual,Active,2020-02-01,,199,10,179.1
100129,129,Starter,Monthly,Active,2025-12-01,,29,15,24.65
100130,130,Pro,Annual,Active,2020-03-02,,79,0,79.0
100131,131,Starter,Monthly,Active,2024-12-06,,29,0,29.0
100132,132,Starter,Monthly,Cancelled,2023-12-12,2026-01-12,29,5,27.55
100133,133,Enterprise,Annual,Active,2020-06-30,,199,0,199.0
100134,134,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100135,135,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100136,136,Enterprise,Annual,Active,2022-06-20,,199,5,189.05
100137,137,Starter,Monthly,Active,2024-02-10,,29,0,29.0
100138,138,Enterprise,Annual,Active,2020-09-28,,199,0,199.0
100139,139,Enterprise,Annual,Active,2021-04-26,,199,10,179.1
100140,140,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,5,27.55
100141,141,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100142,142,Starter,Monthly,Cancelled,2025-05-05,2026-01-05,29,0,29.0
100143,143,Enterprise,Annual,Active,2020-12-27,,199,0,199.0
100144,144,Pro,Annual,Active,2020-09-28,,79,0,79.0
100145,145,Enterprise,Annual,Active,2020-03-02,,199,5,189.05
100146,146,Enterprise,Annual,Active,2020-08-29,,199,10,179.1
100147,147,Pro,Annual,Active,2025-10-02,,79,5,75.05
100148,148,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100149,149,Pro,Annual,Active,2023-07-15,,79,5,75.05
100150,150,Starter,Monthly,Active,2024-10-07,,29,5,27.55
100151,151,Starter,Monthly,Active,2025-05-05,,29,5,27.55
100152,152,Starter,Monthly,Cancelled,2025-06-04,2026-01-04,29,15,24.65
100153,153,Pro,Annual,Active,2020-04-01,,79,5,75.05
100154,154,Enterprise,Annual,Active,2020-11-27,,199,0,199.0
100155,155,Starter,Monthly,Active,2025-07-04,,29,5,27.55
100156,156,Starter,Monthly,Active,2024-11-06,,29,0,29.0
100157,157,Starter,Monthly,Active,2024-03-11,,29,0,29.0
100158,158,Pro,Annual,Active,2024-03-11,,79,5,75.05
100159,159,Enterprise,Annual,Active,2024-09-07,,199,0,199.0
100160,160,Enterprise,Annual,Active,2025-03-06,,199,0,199.0
100161,161,Starter,Monthly,Active,2024-12-06,,29,5,27.55
100162,162,Starter,Monthly,Cancelled,2024-05-10,2026-01-10,29,10,26.1
100163,163,Starter,Monthly,Active,2025-11-01,,29,10,26.1
100164,164,Enterprise,Annual,Active,2021-08-24,,199,5,189.05
100165,165,Pro,Annual,Active,2025-02-04,,79,10,71.1
100166,166,Enterprise,Annual,Active,2020-05-01,,199,5,189.05
100167,167,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
100168,168,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100169,169,Starter,Monthly,Cancelled,2021-03-27,2026-01-27,29,0,29.0
100170,170,Starter,Monthly,Active,2024-09-07,,29,0,29.0
100171,171,Pro,Annual,Active,2022-06-20,,79,5,75.05
100172,172,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100173,173,Enterprise,Annual,Active,2024-11-06,,199,5,189.05
100174,174,Pro,Annual,Cancelled,2021-08-24,2026-01-24,79,0,79.0
100175,175,Pro,Annual,Active,2023-05-16,,79,0,79.0
100176,176,Starter,Monthly,Active,2023-03-17,,29,0,29.0
100177,177,Starter,Monthly,Cancelled,2024-10-07,2026-01-07,29,5,27.55
100178,178,Starter,Monthly,Cancelled,2025-06-04,2026-01-04,29,0,29.0
100179,179,Starter,Monthly,Active,2024-10-07,,29,0,29.0
100180,180,Pro,Annual,Active,2020-12-27,,79,15,67.15
100181,181,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100182,182,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100183,183,Starter,Monthly,Cancelled,2025-05-05,2026-01-05,29,0,29.0
100184,184,Pro,Annual,Active,2023-04-16,,79,0,79.0
100185,185,Starter,Monthly,Cancelled,2024-12-06,2026-01-06,29,5,27.55
100186,186,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100187,187,Starter,Monthly,Active,2024-05-10,,29,10,26.1
100188,188,Starter,Monthly,Active,2025-10-02,,29,0,29.0
100189,189,Pro,Annual,Active,2024-12-06,,79,10,71.1
100190,190,Starter,Monthly,Active,2022-09-18,,29,0,29.0
100191,191,Pro,Annual,Active,2022-06-20,,79,0,79.0
100192,192,Starter,Monthly,Cancelled,2025-07-04,2026-01-04,29,0,29.0
100193,193,Enterprise,Annual,Active,2020-05-01,,199,0,199.0
100194,194,Enterprise,Annual,Active,2020-02-01,,199,5,189.05
100195,195,Enterprise,Annual,Active,2021-02-25,,199,0,199.0
100196,196,Starter,Monthly,Active,2024-05-10,,29,0,29.0
100197,197,Enterprise,Annual,Active,2024-01-11,,199,0,199.0
100198,198,Starter,Monthly,Active,2021-02-25,,29,5,27.55
100199,199,Enterprise,Annual,Active,2020-02-01,,199,5,189.05
100200,200,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100201,201,Pro,Annual,Active,2023-10-13,,79,0,79.0
100202,202,Starter,Monthly,Active,2024-11-06,,29,0,29.0
100203,203,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
100204,204,Starter,Monthly,Active,2024-12-06,,29,5,27.55
100205,205,Starter,Monthly,Active,2022-05-21,,29,5,27.55
100206,206,Pro,Annual,Active,2023-04-16,,79,0,79.0
100207,207,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100208,208,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100209,209,Starter,Monthly,Cancelled,2024-06-09,2026-01-09,29,5,27.55
100210,210,Pro,Annual,Active,2020-09-28,,79,5,75.05
100211,211,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100212,212,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100213,213,Enterprise,Annual,Active,2020-12-27,,199,10,179.1
100214,214,Pro,Annual,Active,2023-08-14,,79,0,79.0
100215,215,Starter,Monthly,Active,2024-02-10,,29,0,29.0
100216,216,Starter,Monthly,Active,2021-04-26,,29,0,29.0
100217,217,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100218,218,Enterprise,Annual,Active,2020-07-30,,199,0,199.0
100219,219,Enterprise,Annual,Active,2020-08-29,,199,0,199.0
100220,220,Starter,Monthly,Active,2025-05-05,,29,0,29.0
100221,221,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
100222,222,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
100223,223,Pro,Annual,Active,2025-12-01,,79,0,79.0
100224,224,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
100225,225,Pro,Annual,Active,2025-01-05,,79,0,79.0
100226,226,Pro,Annual,Active,2024-01-11,,79,0,79.0
100227,227,Pro,Annual,Active,2023-06-15,,79,0,79.0
100228,228,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100229,229,Starter,Monthly,Active,2023-07-15,,29,15,24.65
100230,230,Enterprise,Annual,Active,2022-02-20,,199,0,199.0
100231,231,Enterprise,Annual,Active,2021-07-25,,199,0,199.0
100232,232,Starter,Monthly,Active,2021-11-22,,29,10,26.1
100233,233,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100234,234,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100235,235,Starter,Monthly,Active,2023-08-14,,29,0,29.0
100236,236,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100237,237,Enterprise,Annual,Active,2025-03-06,,199,0,199.0
100238,238,Starter,Monthly,Active,2024-07-09,,29,0,29.0
100239,239,Starter,Monthly,Cancelled,2025-02-04,2026-01-04,29,5,27.55
100240,240,Enterprise,Annual,Active,2024-09-07,,199,0,199.0
100241,241,Enterprise,Annual,Active,2020-02-01,,199,5,189.05
100242,242,Enterprise,Annual,Active,2020-02-01,,199,10,179.1
100243,243,Pro,Annual,Active,2022-08-19,,79,10,71.1
100244,244,Starter,Monthly,Active,2020-08-29,,29,0,29.0
100245,245,Starter,Monthly,Active,2024-12-06,,29,0,29.0
100246,246,Starter,Monthly,Active,2025-09-02,,29,15,24.65
100247,247,Pro,Annual,Active,2022-08-19,,79,0,79.0
100248,248,Starter,Monthly,Cancelled,2024-10-07,2026-01-07,29,0,29.0
100249,249,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100250,250,Pro,Annual,Active,2022-07-20,,79,0,79.0
100251,251,Pro,Annual,Active,2021-10-23,,79,0,79.0
100252,252,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100253,253,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100254,254,Pro,Annual,Active,2023-05-16,,79,0,79.0
100255,255,Starter,Monthly,Active,2025-03-06,,29,10,26.1
100256,256,Enterprise,Annual,Active,2020-06-30,,199,0,199.0
100257,257,Enterprise,Annual,Active,2020-12-27,,199,0,199.0
100258,258,Pro,Annual,Active,2021-11-22,,79,0,79.0
100259,259,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,5,27.55
100260,260,Starter,Monthly,Active,2023-08-14,,29,0,29.0
100261,261,Starter,Monthly,Cancelled,2025-10-02,2026-01-02,29,0,29.0
100262,262,Starter,Monthly,Cancelled,2024-12-06,2026-01-06,29,0,29.0
100263,263,Starter,Monthly,Active,2021-04-26,,29,0,29.0
100264,264,Enterprise,Annual,Active,2023-06-15,,199,0,199.0
100265,265,Pro,Annual,Active,2022-04-21,,79,5,75.05
100266,266,Enterprise,Annual,Active,2020-12-27,,199,0,199.0
100267,267,Enterprise,Annual,Active,2021-11-22,,199,0,199.0
100268,268,Starter,Monthly,Active,2024-06-09,,29,0,29.0
100269,269,Enterprise,Annual,Cancelled,2021-02-25,2026-01-25,199,0,199.0
100270,270,Enterprise,Annual,Active,2020-03-02,,199,5,189.05
100271,271,Starter,Monthly,Cancelled,2024-09-07,2026-01-07,29,5,27.55
100272,272,Enterprise,Annual,Active,2021-04-26,,199,0,199.0
100273,273,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,10,26.1
100274,274,Starter,Monthly,Active,2024-05-10,,29,0,29.0
100275,275,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100276,276,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,0,29.0
100277,277,Starter,Monthly,Cancelled,2021-09-23,2026-01-23,29,0,29.0
100278,278,Starter,Monthly,Active,2024-04-10,,29,0,29.0
100279,279,Starter,Monthly,Active,2024-11-06,,29,5,27.55
100280,280,Starter,Monthly,Active,2025-08-03,,29,0,29.0
100281,281,Starter,Monthly,Active,2025-07-04,,29,0,29.0
100282,282,Starter,Monthly,Active,2025-03-06,,29,5,27.55
100283,283,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100284,284,Starter,Monthly,Active,2020-05-31,,29,15,24.65
100285,285,Starter,Monthly,Cancelled,2024-07-09,2026-01-09,29,0,29.0
100286,286,Pro,Annual,Active,2024-03-11,,79,0,79.0
100287,287,Starter,Monthly,Active,2024-05-10,,29,10,26.1
100288,288,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,10,26.1
100289,289,Starter,Monthly,Cancelled,2025-05-05,2026-01-05,29,0,29.0
100290,290,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,0,29.0
100291,291,Starter,Monthly,Cancelled,2024-01-11,2026-01-11,29,0,29.0
100292,292,Pro,Annual,Active,2023-02-15,,79,0,79.0
100293,293,Pro,Annual,Active,2024-02-10,,79,5,75.05
100294,294,Starter,Monthly,Active,2025-07-04,,29,0,29.0
100295,295,Starter,Monthly,Active,2025-01-05,,29,0,29.0
100296,296,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100297,297,Enterprise,Annual,Active,2020-03-02,,199,15,169.15
100298,298,Starter,Monthly,Active,2023-02-15,,29,0,29.0
100299,299,Starter,Monthly,Active,2022-09-18,,29,0,29.0
100300,300,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100301,301,Pro,Annual,Active,2024-02-10,,79,5,75.05
100302,302,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
100303,303,Starter,Monthly,Active,2025-09-02,,29,0,29.0
100304,304,Enterprise,Annual,Active,2020-05-31,,199,0,199.0
100305,305,Starter,Monthly,Active,2022-11-17,,29,0,29.0
100306,306,Enterprise,Annual,Active,2021-09-23,,199,0,199.0
100307,307,Starter,Monthly,Cancelled,2023-05-16,2026-01-16,29,0,29.0
100308,308,Enterprise,Annual,Active,2023-08-14,,199,0,199.0
100309,309,Starter,Monthly,Active,2022-11-17,,29,0,29.0
100310,310,Pro,Annual,Active,2022-01-21,,79,10,71.1
100311,311,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100312,312,Starter,Monthly,Active,2024-03-11,,29,0,29.0
100313,313,Enterprise,Annual,Active,2022-06-20,,199,0,199.0
100314,314,Starter,Monthly,Active,2025-08-03,,29,0,29.0
100315,315,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,0,29.0
100316,316,Pro,Annual,Active,2021-10-23,,79,0,79.0
100317,317,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
100318,318,Pro,Annual,Cancelled,2022-11-17,2026-01-17,79,0,79.0
100319,319,Starter,Monthly,Cancelled,2024-01-11,2026-01-11,29,0,29.0
100320,320,Starter,Monthly,Active,2023-02-15,,29,5,27.55
100321,321,Pro,Annual,Cancelled,2021-07-25,2026-01-25,79,0,79.0
100322,322,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100323,323,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100324,324,Pro,Annual,Active,2025-04-05,,79,5,75.05
100325,325,Enterprise,Annual,Active,2020-05-01,,199,0,199.0
100326,326,Starter,Monthly,Active,2021-09-23,,29,0,29.0
100327,327,Starter,Monthly,Active,2025-02-04,,29,0,29.0
100328,328,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100329,329,Starter,Monthly,Active,2023-09-13,,29,0,29.0
100330,330,Starter,Monthly,Active,2024-08-08,,29,0,29.0
100331,331,Enterprise,Annual,Active,2023-02-15,,199,0,199.0
100332,332,Pro,Annual,Active,2025-05-05,,79,0,79.0
100333,333,Pro,Annual,Active,2022-03-22,,79,5,75.05
100334,334,Starter,Monthly,Cancelled,2025-06-04,2026-01-04,29,0,29.0
100335,335,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100336,336,Pro,Annual,Cancelled,2020-05-31,2026-01-31,79,10,71.1
100337,337,Enterprise,Annual,Cancelled,2022-06-20,2026-01-20,199,0,199.0
100338,338,Enterprise,Annual,Active,2020-05-31,,199,10,179.1
100339,339,Starter,Monthly,Active,2023-01-16,,29,5,27.55
100340,340,Starter,Monthly,Cancelled,2020-10-28,2026-01-28,29,0,29.0
100341,341,Starter,Monthly,Active,2023-05-16,,29,0,29.0
100342,342,Enterprise,Annual,Active,2020-03-02,,199,0,199.0
100343,343,Starter,Monthly,Active,2020-07-30,,29,10,26.1
100344,344,Pro,Annual,Active,2020-10-28,,79,15,67.15
100345,345,Pro,Annual,Active,2022-08-19,,79,0,79.0
100346,346,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100347,347,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100348,348,Enterprise,Annual,Active,2020-04-01,,199,0,199.0
100349,349,Starter,Monthly,Active,2024-02-10,,29,15,24.65
100350,350,Pro,Annual,Active,2020-09-28,,79,15,67.15
100351,351,Enterprise,Annual,Active,2022-12-17,,199,0,199.0
100352,352,Pro,Annual,Active,2024-08-08,,79,0,79.0
100353,353,Starter,Monthly,Active,2025-06-04,,29,0,29.0
100354,354,Starter,Monthly,Cancelled,2025-09-02,2026-01-02,29,0,29.0
100355,355,Starter,Monthly,Cancelled,2024-04-10,2026-01-10,29,10,26.1
100356,356,Starter,Monthly,Cancelled,2025-03-06,2026-01-06,29,5,27.55
100357,357,Starter,Monthly,Active,2024-09-07,,29,0,29.0
100358,358,Enterprise,Annual,Active,2020-09-28,,199,0,199.0
100359,359,Starter,Monthly,Cancelled,2023-10-13,2026-01-13,29,15,24.65
100360,360,Pro,Annual,Active,2022-07-20,,79,0,79.0
100361,361,Starter,Monthly,Active,2025-08-03,,29,0,29.0
100362,362,Enterprise,Annual,Active,2022-08-19,,199,0,199.0
100363,363,Pro,Annual,Active,2021-03-27,,79,0,79.0
100364,364,Enterprise,Annual,Active,2022-02-20,,199,0,199.0
100365,365,Starter,Monthly,Active,2024-07-09,,29,0,29.0
100366,366,Starter,Monthly,Cancelled,2025-08-03,2026-01-03,29,0,29.0
100367,367,Starter,Monthly,Active,2024-02-10,,29,0,29.0
100368,368,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100369,369,Pro,Annual,Active,2020-03-02,,79,0,79.0
100370,370,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100371,371,Pro,Annual,Active,2023-04-16,,79,0,79.0
100372,372,Starter,Monthly,Cancelled,2025-11-01,2026-01-01,29,0,29.0
100373,373,Enterprise,Annual,Active,2024-01-11,,199,10,179.1
100374,374,Pro,Annual,Active,2021-05-26,,79,0,79.0
100375,375,Starter,Monthly,Active,2022-12-17,,29,0,29.0
100376,376,Pro,Annual,Active,2022-06-20,,79,0,79.0
100377,377,Starter,Monthly,Active,2025-12-01,,29,5,27.55
100378,378,Starter,Monthly,Cancelled,2023-12-12,2026-01-12,29,0,29.0
100379,379,Enterprise,Annual,Active,2020-12-27,,199,10,179.1
100380,380,Pro,Annual,Active,2024-08-08,,79,5,75.05
100381,381,Pro,Annual,Active,2022-08-19,,79,10,71.1
100382,382,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,15,24.65
100383,383,Enterprise,Annual,Active,2020-02-01,,199,0,199.0
100384,384,Starter,Monthly,Cancelled,2025-12-01,2026-01-01,29,0,29.0
100385,385,Enterprise,Annual,Active,2022-01-21,,199,0,199.0
100386,386,Starter,Monthly,Cancelled,2025-02-04,2026-01-04,29,0,29.0
100387,387,Starter,Monthly,Cancelled,2021-06-25,2026-01-25,29,0,29.0
100388,388,Pro,Annual,Active,2022-07-20,,79,10,71.1
100389,389,Starter,Monthly,Active,2022-05-21,,29,15,24.65
100390,390,Starter,Monthly,Active,2025-12-01,,29,0,29.0
100391,391,Starter,Monthly,Active,2023-10-13,,29,0,29.0
100392,392,Starter,Monthly,Active,2023-10-13,,29,5,27.55
